sentimen, Tweet
['1'],"['rt', 'krn', 'besok', 'jumat', 'berkah', 'bagi-bagi', 'dimsum', '3porsi', '20', 'kriterianya', '1', 'single', 'parent', '2', 'guru/dosen', 'yg', 'up…']"
['0'],"['pls', 'yg', 'dosen', 'nya', 'bachtiar', 'klo', 'krs', 'pwt', 'yh']"
['1'],"['ya', 'favorite', 'kuliah', 'dosen', 'favorite']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['1'],"['aja', 'kaya', 'nikita', 'willy', 'bersikap', 'halus', 'anaknya', 'kebutuhan', 'dasarnya', 'terpenuhi', 'beda', 'ibu2', 'nyari', 'uang', 'pekerja', 'domestik', 'ngomelin', 'anaknya', 'dosen']"
['-1'],"['dosen', 'bioku', 'bilang', 'intinyaa', 'dosen', 'ituu', 'dosen', 'tok', 'yaa', 'ngga', 'bisaa', 'kaya', 'makanyaa', 'dosen', 'adaa', 'usaha/kerjaan']"
['1'],"['smt', '1-2', 'dosen', 'suka', 'mention', 'ttg', 'kucing', 'siluman', 'skrg', 'tbtb', 'dapet', 'jd', 'kangen', 'diajar', 'blio']"
['0'],"['jujurly', 'pribadi', 'takut', 'sih', 'chat', 'dosen', 'awkwkwk', 'tergantung', 'dosennya']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['0'],"['rt', 'berezina', 'art', 'school', 'assignment']"
['-1'],"['anying', 'tik', 'tok', 'dosen', 'gue', 'alay', 'bat']"
['0'],"['kosku', 'jg', 'dosen', 'dikampusku', 'bismillah', 'joki', 'makalah', 'ppt', 'proposal', 'laporan', 'jurnal', 'essai', '/', 'essay', 'cerpen', 'edit', 'data', 'joki', 'ketik', '&amp', 'tulis', 'tangan', 'tugas', 'kuliah', '-', 'soshum-', 'kesehatan', '-', 'kebidanan-', 'politik-', 'ekonomi', '-', 'bahasa', 'indonesia', '-', 'pkn-', 'manajemen-', 'pancasila']"
['0'],"['rt', 'dosen', 'itb', 'mas', 'imam', 'pendidikan', 'salah', 'mengubah', 'nasib']"
['0'],"['rt', 'guys', 'assignment', 'reagrding', 'animation', 'google', 'form', 'survey', '13', 'questions', 't…']"
['1'],"['rt', 'understood', 'assignment']"
['0'],"['rt', 'chiasoh', 'sila', 'faham', 'assignment', 'mantee', 'qf']"
['0'],"['rt', 'vogue', 'assignment', 'ellemen', 'understands', 'situation', '#…']"
['1'],"['chiasoh', 'sila', 'faham', 'assignment', 'mantee', 'qf']"
['0'],"['rt', '5pm', 'pablo', '-', 'ginagawa', 'pati', 'assignment', 'iba', 'kasi', 'bored', 'siyastell', '-', 'kumakanta/sumasayaw', 'kahit', 'siesta', 'timejosh', '-', 'nagfifing…']"
['0'],"['dosen', 'ww']"
['1'],"['pengen', 'diskusi', 'dosen', 'itb', 'yg', 'rajin', 'upload', 'keaktifan', 'mahasiswa', 'nambah', 'wishlist', 'belajar', 'ntar2', 'lbh', 'nyambung', 'uni', 'china', 'rusia', 'pembahasannya', 'korek2', 'perghibahan', 'membuka', 'cakrawala', 'berpikir', 'kitaa']"
['0'],"['handle', '••coursework', '•', 'classes', '•essay', '••dissertation', '•', 'semester', 'classes', '•programming', '•pay', 'paper', '•', 'classes', '•', '••']"
['1'],"['woke', 'i’m', 'tired', 'stress', 'assignment', 'beats', 'sleep', 'submitting']"
['0'],"['feeling', 'stuck', 'write', 'essay', 'pay', 'assignments', 'paper', 'essay', 'pay', 'term', 'paper', 'homework', 'chemistry', 'psychology', 'biologydo', 'assignmenttake', 'exambank', 'england', 'rory', 'harry', 'skelton', 'canada', 'prince', 'william', 'vitor', 'reis', 'diaz', 'america', 'pakistani']"
['0'],"['rt', 'pwede', 'po', 'add', 'assignment', 'natin', 'yung', 'cbz', 'teleparty', '&amp', 'orbit', 'stardust', 'hehehe', 'malay', 'niyo', 'bulacan', 't…']"
['0'],"['commission', '~essay', 'poem', 'talumpati', 'spoken', 'poetry', 'position', 'paper', 'reaction', 'reflection', 'movie', 'journal', 'review', 'ncp', 'study', 'speech', 'logo', 'argumentative', 'rrl', 'poster', 'infographic', 'lf', 'client', 'tula', 'assignment', 'slogan', 'buwan', 'wika', 'ncp', 'science', 'english', 'nursing', 'care']"
['0'],"['assignment', 'plug', 'anyday', 'deliver', 'top-notch', 'papers', 'essays', 'questions', 'maths', 'class', 'discussions']"
['1'],"['rt', 'krn', 'besok', 'jumat', 'berkah', 'bagi-bagi', 'dimsum', '3porsi', '20', 'kriterianya', '1', 'single', 'parent', '2', 'guru/dosen', 'yg', 'up…']"
['0'],"['dosen', 'golongan', '3d', 'serdos', 'alias', 'gaji', 'tunjangan', 'fungsional', 'aja', 'ya', 'dibawah', '5jt']"
['0'],"['rt', 'ya', 'bayar', 'buzzer', 'institusi', 'tukin', 'dosen']"
['0'],"['true', 'quantitative', 'verbal', 'sister', 'parents', 'assignment', 'nightfall', 'shoot', 'day']"
['1'],"['pdhl', 'dosen', 'gua', 'bilang', 'udh', 'selesai', '&amp', 'revisi', 'lg', 'jdi', 'tinggal', 'jilid', 'aja']"
['0'],"['congratulations', 'madame', 'wishing', 'assignment']"
['0'],"['rt', 'vogue', 'assignment', 'ellemen', 'understands', 'situation', '#…']"
['-1'],"['matkul', 'nilainya', 'hadow', 'dosen', 'bu', 'dosen', 'ayo']"
['1'],"['glad', 'understood', 'assignment', 'future', 'support', 'local', 'team']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['0'],"['bebal', 'peduli', 'buruk', 'bodoh', 'situations', 'semester', 'terms', 'assignment', 'orang', 'bodoh', 'niat', 'meluangkan', 'diajarin', 'struggle', 'kooperatif']"
['1'],"['rt', 'assignment', '…']"
['1'],"['tetangga', 'sebelah', 'rumahku', 'dosen', 'salah', 'univ', 'swasta', 'kaya', 'raya', 'banget', 'mobilnya', 'update', 'yg', 'terbaru', 'bilang', 'mahasiswa', 's2nya', 'mengejar', 'angka', 'kejarlah', 'passionmu', 'btw', 'beliau', 'tambak', 'berhektar-hektar', 'bisnis', 'ekspor', 'rumput', 'laut', 'korea']"
['0'],"['dosen’t', 'appears']"
['0'],"['kalo', 'temen', 'yng', 'dipercayaa', 'buka', 'akun', 'sia', 'gpp', 'temen', 'kl', 'dosen', 'sopan', 'ya']"
['0'],"['rt', 'ya', 'bayar', 'buzzer', 'institusi', 'tukin', 'dosen']"
['0'],"['rt', 'guys', 'assignment', 'reagrding', 'animation', 'google', 'form', 'survey', '13', 'questions', 't…']"
['-1'],"['gua', 'kadang', 'bingung', 'penilaian', 'dosen', 'kalo', 'transparasi', 'nilai', 'kali', 'omongannya']"
['=1'],"['tuh', '0', '5', '50', 'kena', 'mental', 'gak', 'luh', 'iya', 'anjing', 'anjing', 'terima', 'nilai', 'bener', 'kayak', 'pic', 'blg', 'd/e', 'sekelas', 'udh', 'nyerbu', 'karna', 'permasalahan', 'ketua', 'kelas', 'pc', 'dosen', 'karna', 'ribut', 'grup', 'kelas', 'ketua', 'kls']"
['=1'],"['najis', 'bgt', 'najis', 'najis', 'najis', 'cuihhh', 'kelas', 'gue', 'ngulang', '1', 'matkul', 'yg', 'dosen', 'nya', 'emng', 'kiler', 'gara', 'gara', '2', 'bocah', 'tai', 'terima', 'nilai', 'pdhl', 'sekelas', 'udh', 'jg', 'sukur', 'anjing', 'jdi', 'sistem', 'dosen', 'sblm', 'uts', 'uas', 'quiz', 'minimal', 'bgt', 'jwb', '2', 'udh', 'aman', '2', 'udh', 'gabungan', 'sblm', 'uas', 'uts']"
['1'],"['rt', 'understood', 'assignment']"
['0'],"['rt', 'ui', 'habis', 'nilai', 'ip', 'mending', 'ulas', 'dosen', 'rating', 'nya', 'anonim']"
['0'],"['feeling', 'stuck', 'assignments', 'class', 'kicking', 'ass', 'pay', 'assignment', 'online', 'exams', 'pay', 'essay', 'online', 'classes', 'programming', 'write', 'essay', 'term', 'paper', 'math', 'lab', 'report', 'powerpoint', 'whatsapp']"
['0'],"['feeling', 'stuck', 'assignments', 'class', 'kicking', 'ass', 'pay', 'assignment', 'online', 'exams', 'pay', 'essay', 'online', 'classes', 'programming', 'write', 'essay', 'term', 'paper', 'math', 'lab', 'report', 'powerpoint', 'whatsapp']"
['0'],"['rt', 'alasan', 'pemerintah', 'meniadakan', 'tunjangan', 'kinerja', 'dosen', 'pemerintahan', 'prabowo', 'subianto', 'meniadakan', 'tunjangan', 'kinerja', 'dosen', 'yang…']"
['0'],"['task', 'assignment', 'hw', 'assignment', 'class', 'math', 'xl', 'math', 'aleks']"
['0'],"['rt', 'editor-nim', 'understands', 'assignment']"
['0'],"['rt', 'vogue', 'assignment', 'ellemen', 'understands', 'situation', '#…']"
['0'],"['rt', 'assignment', 'leaders', 'kenya', 'fight', 'gachagua', 'highly', 'awaited', 'declara…']"
['0'],['assignments']
['-1'],"['rt', 'anjg', 'bgt', 'dosen', 'gak', 'dosen', 'dzolim', 'bgt', 'seangkatan', 'nilai', 'uts', 'aslinya', '90an', 'keatas', 'inputnya', '…']"
['0'],"['biaya', 'kuliah', 'dinaikin', 'tunjangan', 'dosen', 'ditiadakan', 'bener²', 'upaya', 'pembodohan', 'massal', 'yg', 'sistematis']"
['0'],"['contact', 'assignment', 'essay', 'services']"
['0'],"['client', 'satisfaction', 'goal', 'assignment-']"
['0'],"['rt', 'ya', 'bayar', 'buzzer', 'institusi', 'tukin', 'dosen']"
['0'],"['task', 'assignment', 'hw', 'assignment', 'class', 'math', 'xl', 'math', 'aleks']"
['-1'],"['balas', 'evaluasi', 'dosen']"
['0'],"['multiple', 'messages', 'simple', 'relate', 'based', 'personal', 'views', 'orientation', 'tough', 'assignment', 'snakes', 'common', 'politics', 'entire', 'message', 'population', 'j&amp', 'watchful']"
['0'],"['bro', 'business', 'studies', 'teacher', 'type', 'teeth', 'connected', 'bro', 'business', 'assignment', 'explain', 'class', 'bro', 'god', 'talk', 'watch', 'experience', 'bro', 'killed', 'wa', 'canada']"
['-1'],"['skripsi', 'sih', 'jurnal', 'gue', 'lolos', 'publish', 'salah', 'platform', 'jurnal', 'berbayar', 'ajaa', 'diupload', 'nama', 'dosen', 'gue', 'nama', 'gue', 'sbg', '‘pembantu’', 'alhasil', 'fee', 'nya', 'masuknya', 'rek', 'dosen', 'gue']"
['-1'],"['dosen', 'auto', 'ya']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['-1'],"['rewel', 'bgt', 'base', 'unsoed', 'dapet', 'aja', 'kek', 'dapet', 'mahasiswa', 'rese', 'yg', 'transparasi', 'nilai', 'krn', 'dpt', 'jg', 'sempet', 'disinggung', 'dosen', 'setuju', 'yg', 'dosen', 'tsb', 'bilangin']"
['1'],"['rt', 'understood', 'assignment']"
['1'],"['rt', 'understood', 'assignment']"
['0'],"['jends', 'gak', 'pwt', 'penasaran', 'nilai', 'uas/uts', 'ngaruh', 'bgt', 'ipk', 'mending', 'tolong', 'orang', 'loginin', 'akun', 'ku', 'tranparantasi', 'nilai', 'dosen', 'maaf', 'byk', 'tny']"
['0'],"['rt', 'kompas', 'menerbitkan', 'opini', 'membalas', 'tulisan', 'guru', 'badut', 'ganda', 'febri', 'kurniawan', 'dosen', 'fisip', 'univers…']"
['1'],"['rt', 'understood', 'assignment']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['1'],"['rt', 'el', 'salvador', 'understands', 'assignment']"
['-1'],"['rt', 'sedih', 'kak', '2017', 'penelitian', 'gue', '3', 'temen', 'gue', 'ambil', 'ganti', 'nama', 'kaprodi', 'dosen', 'dosen', 'kem…']"
['0'],"['considered', 'potato', 'post', 'assignment']"
['1'],"['mantap', 'kaya', 'dosen']"
['0'],"['kakastart', 'palang', '2nd', 'sem', 'sabay', '4', 'quiz', 'agad', 'sabay', 'tambak', 'activities', 'assignment', 'hahahahahaha']"
['-1'],"['season', '0+1', '60k', '=', '240', 'season', '2', '125k', '=', '11', 'total', '=251', 'stupid', 'assignment', 'reconsider', 'allocation', 'unfair', 'allocation']"
['0'],"['rt', 'scale', '1-10', 'start', 'assignment', 'minutes', 'deadline']"
['-1'],"['trs', 'jg', 'pas', 'ujian', 'hasil', 'sekelas', 'ngerjain', 'bareng', 'kesepakatan', 'dosen', 'lumayan', 'susah', 'btw', 'praktek', 'nilainya', 'beda', 'dpt', 'temen']"
['0'],"['rt', 'abdulrahman', 'abdulrazaq', 'moves', 'opposition', 'blind', 'critics', 'busy', 'it’s', 'compulsory', 'assignment', 'etiri', 'nkan…']"
['0'],"['rt', 'abdulrahman', 'abdulrazaq', 'moves', 'opposition', 'blind', 'critics', 'busy', 'it’s', 'compulsory', 'assignment', 'etiri', 'nkan', 'nka…']"
['0'],"['rt', 'what’s', '1', 'self-outing', 'mi6', 'agent', 'opposed', 'asset', '‘officer’', 'hamish', 'breton', 'gordon', 'mi6', 'assignment…']"
['1'],"['rt', 'understood', 'assignment']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['0'],"['rt', 'understood', 'assignment']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['0'],"['rt', 'guys', 'assignment', 'reagrding', 'animation', 'google', 'form', 'survey', '13', 'questions', 't…']"
['-1'],"['rt', 'anjg', 'bgt', 'dosen', 'gak', 'dosen', 'dzolim', 'bgt', 'seangkatan', 'nilai', 'uts', 'aslinya', '90an', 'keatas', 'inputnya', '…']"
['0'],"['rt', 'kasih', 'abang', 'nya', 'dosen', 'adek', 'mahasiswa', 'tkb']"
['1'],"['2', 'weeks', 'assignment', 'submission', 'deadline', 'mistake', 'procrastinating', 'time', 'time', 'gotta', 'respond', 'feedback', 'prev', 'assignment', 'lose', 'marks', 'time', 'uni', 'struggle']"
['0'],"['rt', 'vogue', 'assignment', 'ellemen', 'understands', 'situation', '#…']"
['1'],"['rt', 'ralph', 'lauren', 'understood', 'assignment', 'squirrel', 'sweater', '=', 'perfection']"
['1'],"['rt', 'kebanyakan', 'dosen', 'ngasih', 'nilai', 'gak', 'menyulitkan', 'mahasiswanya', 'kalo', 'nyari', 'kerja', 'kuliah', 'dl…']"
['1'],"['rt', 'understood', 'assignment']"
['-1'],"['rt', 'lords', 'complete', 'assignment', 'time', 'benefit', 'feet', 'under…']"
['0'],"['rt', 'chive', 'unreleased', 'submitting', 'mission', 'assignment', '“it’s', 'a+”', '#', '#', '…']"
['0'],['dosen']
['0'],"['handle', '•']"
['0'],"['rt', 'understand', 'assignment']"
['0'],"['rt', 'nak', 'kerja', 'mudah', 'adik-adik', 'study', 'yah', 'pening', 'kepala', 'dah', 'nak', 'cari', 'journal', 'assignment']"
['0'],"['100', 'assignment', 'ifeanyi', 'enter', 'ur', 'papa', 'swimming', 'pool']"
['0'],"['abdulrahman', 'abdulrazaq', 'moves', 'opposition', 'blind', 'critics', 'busy', 'it’s', 'compulsory', 'assignment']"
['0'],"['handle', '•']"
['0'],"['bwat', 'dosen']"
['-1'],"['stupid', 'assignment', 'node']"
['1'],"['rt', 'understood', 'assignment']"
['0'],"['rt', 'alasan', 'pemerintah', 'meniadakan', 'tunjangan', 'kinerja', 'dosen', 'pemerintahan', 'prabowo', 'subianto', 'meniadakan', 'tunjangan', 'kinerja', 'dosen', 'yang…']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['0'],"['handle', '•']"
['1'],"['rt', 'ralph', 'lauren', 'understood', 'assignment', 'squirrel', 'sweater', '=', 'perfection']"
['0'],"['serius', 'nanya', 'trus', 'ngapain', 'ya', 'dah', 'beres', 'sidang', 'revisi', 'diskusi', 'dosen']"
['-1'],"['kadang', 'ngerasa', 'penilaian', 'dosen', 'adil', 'temen', 'ngerjain', 'tugas', 'isinya', 'kebanyakan', 'yapping', 'inti', 'dosen', 'nilainya', 'bagus', 'drpd', 'liat', 'pas', 'kerkeljg', 'tipe', 'yg', 'emg', 'blio', 'suka', 'yg', 'isinya', 'wasweswosnya', 'ya']"
['0'],"['rt', 'vogue', 'assignment', 'ellemen', 'understands', 'situation']"
['-1'],"['writing', 'assignment', 'lol', 'questions', 'answers']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['-1'],"['lahhh', 'dosen', 'tolol']"
['-1'],"['bener', 'pdhl', 'pure', 'blajar', 'bhs', 'gratis', 'jd', 'akalinnya', 'cari', 'native', 'cwek', 'syukurnya', 'udh', '2x', 'ktm', 'dosen', 'jd', 'bnrn', 'kayak', 'belajar', '&amp', 'dpt', 'tambahan', 'kelas', 'dr', 'wkwk', 'sesuai', 'goals', 'sih', 'native', 'indo', 'dpt', 'kerjaan', 'jg', 'dr', 'wkwk']"
['0'],"['love', 'leonardo', 'raph', 'somethin', 'somethin', 'divulge', 'assignment', 'knave']"
['-1'],"['rt', 'chiasoh', 'oii', 'faham', 'assignment', 'nii', 'game', 'errors', 'solid', 'tactic', 'shots']"
['-1'],"['chiasoh', 'oii', 'faham', 'assignment', 'nii', 'game', 'errors', 'solid', 'tactic', 'shots']"
['1'],"['woman', 'invest', 'personal', 'development', 'children', 'assignment']"
['-1'],"['iyo', 'tah', 'mematian', 'dosen', 'nya', 'haha']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['0'],"['rt', 'anggaran', 'atk', 'kementerian', 'sufmi', 'dasco', '44', 'rupiah', 'anggaran', 'asn', 'dosen', 'butuh', '28', '…']"
['-1'],"['visualsasi', 'anak', 'smt', 'yg', 'bolak', 'revisi', 'nunggu', 'acc', 'dosen']"
['0'],"['anggaran', 'atk', 'kementerian', 'sufmi', 'dasco', '44', 'rupiah', 'anggaran', 'asn', 'dosen', 'butuh', '28', 'kebijakan', 'anggaran', 'administrasi', 'negara', 'keberpihakan', 'kerja', 'cepat']"
['-1'],"['rt', 'dosen', 'kontol', 'muda', 'maunya', 'dipanggil', 'mas', 'kelakuan', 'melebihi', 'boomer', 'boomer', 'aja', 'yg', 'gila', 'hormat…']"
['0'],"['rt', 'japanese', 'kids', 'assignment']"
['-1'],"['elus', 'dada', 'kl', 'ketemu', 'dosen', 'yg', 'ngerasa', 'beliau', 'yg', 'bener', 'ngasih', 'kesempatan', 'orang', 'ngomong', 'aja', 'dasar', 'luhhh', 'udah', 'zolim', 'aja', 'orang']"
['1'],"['rt', 'ralph', 'lauren', 'understood', 'assignment', 'squirrel', 'sweater', '=', 'perfection']"
['0'],"['dosen', '_']"
['0'],"['rt', 'happy', 'reed', 'undercover', 'assignment', 'bit', 'literal', 'winter', 'celebration', 'l…']"
['0'],"['rt', 'assignment']"
['0'],"['rt', '100', 'assignment', 'tife', 'enter', 'dad', 'private', 'jet']"
['0'],"['rt', 'concept', 'god', 'vogue', 'understood', 'assignment']"
['1'],"['rt', 'understood', 'assignment']"
['-1'],"['mhn', 'diupayakan', 'utk', 'ruang', 'aman', 'mahasiswa', 'dosen', 'krn', 'diskriminasi', 'kampus', 'trima', 'ksh']"
['0'],"['dosen', 'penyumbang', 'pnbp']"
['0'],"['rt', 'markhyuck', 'short', 'dijodohin', 'dosen', 'galak', '45']"
['1'],"['rt', 'chelsea', 'understanding', 'assignment']"
['0'],"['rt', '5pm', 'pablo', '-', 'ginagawa', 'pati', 'assignment', 'iba', 'kasi', 'bored', 'siya']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['0'],"['rt', 'assignment']"
['1'],"['rt', 'understood', 'assignment']"
['1'],"['rt', 'understood', 'assignment']"
['0'],"['decision', 'smt', '5', 'memilih', 'bu', 'rina', 'sbg', 'dosen', 'referat']"
['-1'],"['rt', 'teman2', 'dosen', 'gini', 'ikutan', 'malu', 'nggak']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['-1'],"['dosen', 'yg', 'membalas', 'jalur', 'pendidikan', 'pola', 'pandang', 'pokok', 'pikiran', 'tdk', 'tukang', 'arang', 'jasa', 'loundri', 'tujuan', 'sama2', 'menghasilkan', 'uang', 'prosesnya', 'beda', 'dgn', 'menghitamkan', 'memutihkan', 'takkan', 'titik', 'temu']"
['0'],"['rt', 'told', 'abuse', 'complete', 'assignment']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['0'],"['nios', 'tma', 'handwritten', 'assignment', 'file', '|', 'political', 'science', '317', '|', 'nios']"
['0'],"['rt', 'saipul', 'berani', 'nyuruh', 'dosen']"
['0'],"['joki', 'tugas', 'harsa', 'tugas', 'sd/smp/sma', 'tugas', 'kuliah', 'bidang', 'farmasi', 'laporan', 'praktikum', 'jurnal', 'praktikum']"
['0'],"['friendship', 'assignment']"
['0'],"['streamline', 'assignment', 'creation', 'management', 'eprolms']"
['0'],"['rt', 'vogue', 'assignment', 'ellemen', 'understands', 'situation']"
['0'],"['halo', 'teman', 'teman', 'spesial', 'harga', 'diskon', 'akun', 'turnitin', 'nih', '100+', 'assignment', 'resubmit']"
['0'],"['california', 'school', 'crosses', 'bizarre', '“coming', 'out”', 'assignment']"
['0'],"['rt', 'japanese', 'kids', 'assignment']"
['0'],"['abdulrahman', 'abdulrazaq', 'moves', 'opposition', 'blind', 'critics', 'busy', 'it’s', 'compulsory', 'assignment']"
['0'],"['rt', 'randomest', 'playlist', 'assignment']"
['-1'],"['dosen', 'ngomong', 'gini', 'bingung', 'jawabny', 'gmn']"
['0'],"['rt', 'assignment']"
['0'],"['ngechat', 'perkenalannya', 'udah', 'kayak', 'mahasiswa', 'dosen', 'aja', 'bjir']"
['1'],"['dosen', 'kamuu', 'bangetttt', 'sumpah']"
['1'],"['dosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'mahasiswa', 'mari', 'dukung', 'capres', 'yg', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowi', 'pic', 'twitter', 'com/ymhnggx8nndalam', 'dosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'mahasiswa', 'mari', 'dukung', 'capres', 'yg', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowi', 'pic', 'twitter', 'com/ymhnggx8nndalam', 'dosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'jokowi', 'mahasiswa', 'mari', 'dukung', 'capres', 'yg', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowi', 'dosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'jokowi', 'mahasiswa', 'mari', 'dukung', 'capres', 'yg', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowi', 'dosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'jokowi', 'mahasiswa', 'mari', 'dukung', 'capres', 'yg', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowi', 'dosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'jokowi', 'mahasiswa', 'mari', 'dukung', 'capres', 'yg', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowi', 'dosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'jokowi', 'mahasiswa', 'mari', 'dukung', 'capres', 'yg', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowi', 'dosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'jokowi', 'mahasiswa', 'mari', 'dukung', 'calon', 'presiden', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowi', 'dosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'jokowi', 'mahasiswa', 'mari', 'dukung', 'calon', 'presiden', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowidosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'jokowi', 'mahasiswa', 'mari', 'dukung', 'calon', 'presiden', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowidosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'jokowi', 'mahasiswa', 'mari', 'dukung', 'calon', 'presiden', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowidosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'jokowi', 'mahasiswa', 'mari', 'dukung', 'calon', 'presiden', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowidosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'jokowi', 'mahasiswa', 'mari', 'dukung', 'calon', 'presiden', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowi', 'dosen', 'ekonomi', 'digital', 'kagum', 'program', 'kerja', 'ekonomi', 'jokowi', 'mahasiswa', 'mari', 'dukung', 'calon', 'presiden', 'membedain', 'ekonomi', 'mikro', 'makro', 'jokowi']"
['0'],"['karens', 'diner', 'pegawai', 'judes', 'indonesia', 'fotocopy', 'kampus']"
['1'],"['karens', 'diner', 'kampus']"
['-1'],"['duh', 'tugas', 'kuliah', 'numpuk', 'banget', 'pusing']"
['1'],"['assignment', 'minggu', 'seru']"
['1'],"['dosen', 'super', 'ngebantu', 'banget', 'kelas']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['-1'],"['ngerjain', 'tugas', 'kuliah', 'deadline', 'bentar', 'omg']"
['1'],"['makasih', 'dosen', 'udah', 'ngejelasin', 'materi', 'sabar']"
['1'],"['kampus', 'emang', 'keren', 'banget', 'fasilitasnya', 'lengkap']"
['1'],"['tugas', 'kuliah', 'kali', 'ribet', 'seru', 'sih']"
['1'],"['assignment', 'udah', 'kelar', 'healing~']"
['-1'],"['duh', 'dosen', 'killer', 'banget', 'deg-degan', 'masuk', 'kelas']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['1'],"['dosen', 'super', 'ngebantu', 'banget', 'kelas']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['-1'],"['duh', 'tgs', 'kuliah', 'numpuk', 'banget', 'pusing']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['-1'],"['ngerjain', 'tgs', 'kuliah', 'deadline', 'bentar', 'omg']"
['1'],"['kampus', 'emang', 'keren', 'banget', 'fasilitasnya', 'lengkap']"
['-1'],"['ngerjain', 'tgs', 'kuliah', 'deadline', 'bentar', 'omg']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['1'],"['dosen', 'super', 'ngebantu', 'banget', 'kelas']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['-1'],"['duh', 'tgs', 'kuliah', 'numpuk', 'banget', 'pusing']"
['1'],"['kampus', 'emang', 'keren', 'banget', 'fasilitasnya', 'lengkap']"
['1'],"['asgnmnt', 'udah', 'kelar', 'healing~']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['1'],"['dosen', 'super', 'ngebantu', 'banget', 'kelas']"
['1'],"['tugas', 'kuliah', 'kali', 'ribet', 'seru', 'sih']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['-1'],"['duh', 'tgs', 'kuliah', 'numpuk', 'banget', 'pusing']"
['1'],"['dosen', 'super', 'ngebantu', 'banget', 'kelas']"
['-1'],"['ngerjain', 'tgs', 'kuliah', 'deadline', 'bentar', 'omg']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['1'],"['asgnmnt', 'udah', 'kelar', 'healing~']"
['0'],"['kampus', 'sepi', 'banget', 'ya']"
['1'],"['dosen', 'super', 'ngebantu', 'banget', 'kelas']"
['-1'],"['duh', 'tgs', 'kuliah', 'numpuk', 'banget', 'pusing']"
['1'],"['asgnmnt', 'minggu', 'seru']"
['1'],"['kampus', 'emang', 'keren', 'banget', 'fasilitasnya', 'lengkap']"
